filename;part;chroma_stft;rmse;spectral_centroid;spectral_bandwidth;rolloff;zero_crossing_rate;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;label
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_0;0.060486075;0.27066964;541.4678968711438;1040.2887976097804;710.595703125;86.7685546875;-395.86267;193.49486;67.78136;24.515596;0.032979786;6.150896;-0.4749956;-6.2716856;-11.237511;-6.8811245;-6.5531926;-9.333758;-10.361013;-8.387253;-7.339129;-10.602373;-7.056175;-3.7250628;-3.2796085;-8.715174;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_1;0.14880298;0.5628089;933.6955916326224;1643.6573287746673;1593.45703125;73.00439453125;-254.60918;183.20282;33.132755;21.803638;3.1529377;17.197498;7.3279476;0.63530445;-5.6641116;-2.0693188;0.5715729;-0.11921644;-0.37343854;-0.35680038;0.18872234;-2.0077388;-0.36327213;1.4174623;-0.32950133;-1.6703191;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_2;0.2554303;0.65829873;1542.703984768558;2620.611436948105;3165.380859375;66.10693359375;-155.62564;168.43472;7.4025197;38.934418;10.312349;18.465565;7.878704;4.2442107;3.2099695;5.919404;3.3206468;2.3534825;3.9033277;4.441974;4.616577;0.8321494;2.3395677;5.349514;2.1966252;1.1268351;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_3;0.2424532;0.62371105;1352.8445016884868;2537.2386836876617;2131.787109375;68.24560546875;-169.01073;183.79877;24.272182;28.428244;1.3968556;18.690994;6.8817644;4.304163;1.5487155;4.0679107;4.218166;5.6644883;5.435416;3.1118503;4.7771125;2.058866;2.0812383;5.936081;3.3107064;0.042031765;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_4;0.25132996;0.6404802;1700.4317707646846;2897.2338973935457;3316.11328125;77.83544921875;-141.34746;168.88437;7.871338;35.809944;3.8220878;19.544033;4.6796255;4.604076;2.6147416;2.878076;2.2115934;7.2933474;6.632947;2.1487336;5.0740395;3.4195538;2.0168407;5.3151336;2.5531745;0.03105262;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_5;0.2643197;0.64875495;1404.1313497957967;2343.2299317167226;2670.1171875;63.66943359375;-158.26189;179.57155;16.872087;29.971464;8.871513;17.702908;9.036758;5.0443053;2.6103268;6.355401;3.6013675;3.6644177;4.7758956;4.274067;5.203829;1.7282836;1.2156577;5.6408134;2.7876353;0.96432525;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_6;0.25070632;0.7013929;1271.8891944468528;2185.754395315883;2476.318359375;53.31103515625;-166.7175;181.10574;12.0791645;31.46259;12.247976;17.947264;10.767698;4.6674166;2.7713537;5.925306;3.3671203;3.8937325;4.980799;4.7731886;5.338215;2.7371469;3.0670528;5.897068;2.6235857;1.9082869;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_7;0.2540136;0.66336954;1236.407001484564;2293.8833575013014;2131.787109375;62.7509765625;-173.76135;184.72601;14.787077;32.051018;5.9926276;18.262226;6.9505653;4.080684;3.5990198;4.719317;2.7105534;7.6872983;7.602698;3.1681411;4.799165;3.8819535;2.0708623;5.368212;3.1093707;0.22600985;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_8;0.26602224;0.6685649;1353.8020182652785;2402.1011701995712;2583.984375;64.10693359375;-161.5617;176.61954;14.405231;32.68699;8.166933;19.97034;8.379141;5.8325944;2.1729798;2.934207;3.837738;6.937131;5.7965097;3.3266547;5.314844;3.2706554;2.2830877;4.827972;2.4673069;0.6507371;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_9;0.15221553;0.5964474;1605.8817279667064;3152.0105702276796;2519.384765625;66.08349609375;-194.50891;166.75804;19.949425;21.738111;18.473516;19.098373;9.201186;-1.8514478;-4.5767946;4.8544364;3.462923;4.4108496;-1.1398787;4.711385;2.4607494;1.4499925;0.90746295;0.75209165;0.77313775;1.1227229;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_10;0.17252752;0.5236124;1843.2831467516608;3363.759710199286;3316.11328125;67.7939453125;-155.16177;160.37212;9.783671;28.899305;12.318537;18.356726;3.7951546;-0.40610164;-3.8187823;5.7967625;2.5873635;3.2818925;-0.64951646;5.0396423;2.005147;1.0996209;-0.52175444;0.9466082;1.2698114;1.5025718;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_11;0.22921205;0.6274061;1622.0009965783893;2561.0803064002966;3316.11328125;73.45751953125;-153.31818;167.44748;8.8435;40.883785;11.580914;19.463326;7.3640776;2.7098398;1.9349581;4.4749074;2.0871625;1.7592719;3.0039587;4.0601435;3.611954;0.5245482;1.4183595;4.465507;0.95845467;0.12724158;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_12;0.25898513;0.65784925;1269.1312121225994;2244.932749058708;2347.119140625;63.6787109375;-166.20547;181.8582;12.411974;33.027744;8.35226;17.813734;8.17201;3.981124;2.6754777;4.856586;2.70714;6.143628;6.218277;3.3500886;4.790097;3.195181;2.2893002;5.468772;2.727146;0.6442695;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_13;0.26290056;0.6496508;1598.4432882630642;2707.9528332249292;3208.447265625;75.05419921875;-142.78061;170.84198;-4.4987135;38.339928;9.863159;17.462366;3.8244376;4.2121797;5.939642;2.1717787;1.1730161;11.300653;8.804916;1.2544544;5.7233877;4.9549823;1.3889692;4.773189;2.4665818;-0.69979036;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_14;0.26791087;0.6910222;1375.9196207832424;2532.1443264121067;2583.984375;60.41357421875;-170.7087;170.77333;12.950684;36.14003;9.43095;20.785835;10.4538;7.342668;3.3571575;3.3490067;4.54509;8.381243;6.094068;2.549678;5.5996127;3.7040374;2.7738044;5.5472126;2.9274523;0.43212688;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_15;0.052965164;0.6162299;1615.4209247783804;2441.813294323275;2950.048828125;186.80322265625;-241.37845;143.41028;9.00058;19.716015;4.555421;17.053234;5.2223454;1.4086837;-6.397993;-5.012036;-1.8273107;-0.47699478;-2.0420084;-2.7281497;-1.9369906;-2.5213203;-0.72132254;1.875441;0.10020107;-0.19598603;2
Ebo Taylor & Pat Thomas & Henrik Schwarz -  Ene Nyame 'A' Mensuro (Henrik Schwarz Blend).wav;part_16;0.031612016;0.613541;1412.4139272593682;2235.2073942063466;2217.919921875;137.40283203125;-324.9293;140.95758;13.586737;7.386073;8.118004;11.784069;5.613425;1.3730272;-2.499703;-1.8875612;0.0;0.0;-0.6683161;-1.1237149;-1.1195587;-0.4784255;-0.2239;0.039028004;0.0;0.13613558;2
Hot Since 82 - Play The Room.wav;part_0;0.04673517;0.54700065;7130.355632579577;4040.7173078241553;10831.201171875;751.201171875;-262.4534;13.612307;-34.62696;64.59059;-28.991133;24.960033;-19.519531;0.15527654;-20.759296;-11.969204;-16.219261;-8.822553;-16.116678;-10.615452;-8.741793;-10.352302;-11.946856;-7.2274656;-6.493988;-10.309433;3
Hot Since 82 - Play The Room.wav;part_1;0.1209152;0.5666119;5434.131904934642;4283.929788875089;10099.072265625;471.41259765625;-162.3238;62.320755;-6.624547;72.4926;-13.091373;26.795984;-5.7046366;7.8914375;-5.9957056;-1.699912;-3.6586366;-2.793324;-8.382425;-7.647245;-6.2047157;-7.3152275;-7.9441724;-5.0746984;-4.9223714;-7.0513554;3
Hot Since 82 - Play The Room.wav;part_2;0.12117024;0.48137456;4778.114962382376;4342.880150531083;9539.208984375;391.98583984375;-123.626114;83.94701;-17.434008;46.495895;-25.420654;17.313276;-7.223631;5.674298;-9.471853;-4.9285626;-8.61084;-7.4377713;-11.4894285;-11.040039;-7.3865023;-5.6034718;-6.769037;-6.1590996;-8.92274;-9.098678;3
Hot Since 82 - Play The Room.wav;part_3;0.22762743;0.67220545;4026.8864468946376;4253.488761608611;8936.279296875;289.63720703125;-140.16454;73.26759;-5.6277294;76.54151;0.46528566;34.73655;4.3147326;14.841915;0.65185213;3.2731547;2.7965162;2.9192927;1.0670793;1.1402848;3.296167;1.7900548;0.7412505;2.5176706;1.6816205;-2.11588;3
Hot Since 82 - Play The Room.wav;part_4;0.2672381;0.7070346;3761.0292094231254;4359.192607440171;8785.546875;238.60400390625;-124.87059;82.886444;1.2428178;67.4715;-6.0764647;32.587814;6.6517754;18.782887;6.1116476;10.730652;6.8530817;6.667555;1.2582109;1.2138023;4.2802377;3.778244;2.202196;4.2988305;2.6859107;0.6296463;3
Hot Since 82 - Play The Room.wav;part_5;0.29215103;0.6837939;3716.5692885327044;4265.135642900458;8613.28125;232.50439453125;-105.56622;92.90948;-7.590022;59.91649;-8.472746;31.036644;4.856242;16.911972;5.3243265;12.861359;8.829191;6.602949;-0.49508685;1.7746034;6.169485;5.3994904;2.7781744;3.8855014;2.8739204;1.0616117;3
Hot Since 82 - Play The Room.wav;part_6;0.1851771;0.60260916;4427.776511764923;4368.555444747566;9280.810546875;333.6181640625;-105.35332;84.36485;-13.179586;55.314224;-17.123459;21.829132;-3.6843662;9.937174;-4.094051;1.8174622;-0.7178942;0.26375622;-6.3301287;-5.9176235;-2.2512753;-2.5669496;-4.049819;-2.1428041;-3.523453;-5.136603;3
Hot Since 82 - Play The Room.wav;part_7;0.11645184;0.4827813;4709.563599431567;4342.895557703739;9410.009765625;395.90087890625;-114.25087;88.35417;-18.669502;45.12831;-30.393124;12.15307;-11.051155;2.1680932;-12.832125;-9.864027;-13.769786;-9.65135;-10.613953;-8.760933;-7.6071157;-8.386703;-10.477486;-9.297459;-11.276705;-10.770878;3
Hot Since 82 - Play The Room.wav;part_8;0.11419655;0.4819708;4410.513514037799;4161.294746200531;8893.212890625;365.4892578125;-99.99641;91.23645;-31.304567;33.851963;-28.416534;14.735306;-9.499376;2.2300117;-9.849749;-8.8652115;-14.085791;-7.3572006;-9.011665;-5.386539;-5.5478926;-4.849534;-7.755164;-7.09214;-10.519037;-10.18786;3
Hot Since 82 - Play The Room.wav;part_9;0.27702972;0.7067607;3857.1465308312827;4408.869104803925;8850.146484375;229.81640625;-115.57469;79.392815;-4.6708136;64.24971;-4.9962726;34.394203;8.307354;19.20475;6.126005;9.479849;6.4633293;7.3060484;1.2952577;2.0473304;4.3794727;4.697465;2.2404957;4.3655915;2.527897;0.77052;3
Hot Since 82 - Play The Room.wav;part_10;0.2883006;0.66731393;3640.831906988702;4216.838847454045;8484.08203125;221.85205078125;-91.47067;97.446365;-16.00878;54.99427;-11.232855;33.54;5.1585374;17.496658;6.8282437;10.990726;7.2971287;9.098872;1.1238871;0.26230875;5.2926817;6.718646;4.042256;5.661036;2.9041567;-0.61144805;3
Hot Since 82 - Play The Room.wav;part_11;0.27926815;0.66282177;4025.5064845012575;4402.39761973327;9065.478515625;285.3408203125;-122.71373;79.28665;-3.6233401;65.17273;-8.087139;28.79287;3.209082;15.989566;3.3727489;8.675553;5.5076885;5.384327;-0.16945231;-1.1442336;0.45987678;0.7079539;-1.4740785;1.2152176;0.18564832;-0.42224348;3
Hot Since 82 - Play The Room.wav;part_12;0.25552446;0.686015;4203.169247055965;4397.882486358936;9323.876953125;329.12939453125;-138.83961;60.75788;-6.791648;69.826065;-5.484061;31.927467;4.634303;16.836388;2.2814417;7.473151;4.384982;4.6046133;1.0455275;0.49697626;1.4273899;0.48671842;-1.4663681;1.3044114;0.16478941;-0.8357214;3
Hot Since 82 - Play The Room.wav;part_13;0.05130954;0.6361691;6044.413597636675;4221.624550627321;10615.869140625;564.71142578125;-185.92233;34.234814;-25.139904;55.917686;-16.625256;23.33479;-3.3408113;10.544523;0.0;4.257637;1.7632754;3.7042859;-0.0030144379;0.0;1.4356892;-0.934945;-2.3130488;-0.74309856;-1.2425209;-4.6495028;3
Hot Since 82 - Veins.wav;part_0;0.066271074;0.58009386;5739.462703355253;4176.520959521473;11283.3984375;649.0224609375;-163.4885;53.11548;-77.81357;4.271872;-45.987434;9.170782;-25.568005;4.519738;-28.612684;-1.2462385;-19.738453;-8.269374;-14.326027;-14.229982;-11.448294;-9.115049;-13.738507;-2.507897;-6.315143;-7.5855494;4
Hot Since 82 - Veins.wav;part_1;0.10152558;0.40435135;4655.66083416873;4258.288354238697;9948.33984375;466.599609375;-119.05752;81.95918;-62.520393;5.096566;-38.174736;10.863121;-26.076004;3.7510424;-22.010883;4.81748;-14.39887;-6.7518435;-14.16917;-17.048008;-12.989592;-11.872353;-17.798788;-3.9794753;-3.0233636;-1.544751;4
Hot Since 82 - Veins.wav;part_2;0.19544248;0.541477;4662.3591623812345;4494.361382825032;9646.875;352.6640625;-39.52086;74.19352;-55.425056;-4.2489753;-25.460314;11.153566;-13.496725;-0.086045705;-13.910561;-0.61491877;-9.211673;-2.2553592;-9.442516;-7.789612;-10.042673;-9.824975;-16.914257;-4.542947;-3.0964906;-0.42470157;4
Hot Since 82 - Veins.wav;part_3;0.31268588;0.70546174;3918.6740267489668;4304.143235527757;8936.279296875;204.87158203125;-67.67198;95.834274;-19.59509;43.17218;-15.073702;35.49717;6.297247;25.607597;7.9292974;17.25739;6.526267;10.220221;3.7585351;3.0158215;4.241854;5.5208826;3.3815773;7.3918514;4.7459197;3.1232188;4
Hot Since 82 - Veins.wav;part_4;0.26580444;0.5913232;4145.259013056088;4349.479426840271;9194.677734375;293.59912109375;-30.724531;101.896194;-29.829123;26.132542;-24.20446;30.055319;-2.5741496;18.003805;3.2564723;9.299;2.5065534;7.024067;1.1452631;1.0843301;1.9183689;4.694455;1.009307;5.9413514;5.460967;3.9251199;4
Hot Since 82 - Veins.wav;part_5;0.25975576;0.5892896;4337.125473686681;4423.140502339551;9280.810546875;286.84326171875;-28.420427;91.578445;-33.586548;25.773346;-24.040215;28.611221;-3.2189639;14.646086;-0.5912841;11.413374;2.3155873;5.3837624;-2.3707194;1.4424549;-0.038832784;0.31467044;-4.8766384;1.8058205;0.7712386;0.9771322;4
Hot Since 82 - Veins.wav;part_6;0.23148017;0.528981;4063.5202582258767;4274.844421873342;9022.412109375;310.49853515625;-44.514;106.103806;-30.648523;24.112606;-25.54409;30.334707;-3.1706738;18.415497;-2.1031508;12.556898;0.83786154;6.800594;2.7145252;2.5860991;4.2523856;4.541728;0.23766944;5.039069;2.921589;2.044567;4
Hot Since 82 - Veins.wav;part_7;0.19371995;0.40853024;3751.7469849517197;4067.183099610489;8376.416015625;317.904296875;-55.42641;120.192474;-33.057312;27.288776;-27.034426;26.940662;-11.593182;11.929298;-10.655039;10.837041;-2.64006;4.1743135;-1.6050689;-0.6302401;0.52741253;2.7641373;-4.441538;1.4465222;0.023046017;1.2248361;4
Hot Since 82 - Veins.wav;part_8;0.20633022;0.32224756;3480.817146918278;4009.24242471173;7536.62109375;253.89501953125;-46.5192;124.359665;-35.75235;21.029213;-17.449055;21.188583;-10.845043;12.265705;-2.8350692;8.566541;-3.0426538;4.2954707;-3.5509067;-3.4311075;-4.4567113;5.923377;-1.8863268;3.036984;0.84103894;3.7146811;4
Hot Since 82 - Veins.wav;part_9;0.2971554;0.6392251;3698.681113055485;4167.8125315026;8484.08203125;216.96923828125;-56.76612;104.20378;-32.089413;32.102974;-20.425346;36.727577;0.8799436;22.676205;8.1287;16.759594;6.995137;8.673091;1.6866355;2.975379;1.7941366;1.2413576;-2.0042083;3.2658713;3.9994948;3.4696517;4
Hot Since 82 - Veins.wav;part_10;0.30477947;0.6584626;4074.432838680182;4332.030608120323;9130.078125;234.74560546875;-44.55008;98.282326;-24.895306;37.962963;-22.867012;37.819164;4.4096107;22.141487;7.610088;13.547933;5.412241;8.846649;3.824769;6.7427607;5.293051;4.4531026;1.958613;6.0124187;3.6676466;0.47314614;4
Hot Since 82 - Veins.wav;part_11;0.294113;0.70135534;3787.347999582086;4261.750937366766;8785.546875;223.86572265625;-87.30301;93.22698;-22.74775;38.453094;-13.293755;35.710545;9.204898;27.9653;6.238898;19.427807;5.790367;9.418823;5.349121;4.812094;6.4339633;5.4963636;1.9540056;7.3531666;3.4108827;0.7943622;4
